pert,name,cluster,split,fp_data,label
ENSG00000139131,YARS2,189,train,data/single_cell/k562_gw/data_interv-ENSG00000139131.npy,440
ENSG00000139168,ZCRB1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000139168.npy,863
ENSG00000139180,NDUFA9,224,train,data/single_cell/k562_gw/data_interv-ENSG00000139180.npy,71
ENSG00000139218,SCAF11,18,train,data/single_cell/k562_gw/data_interv-ENSG00000139218.npy,15
ENSG00000139343,SNRPF,187,train,data/single_cell/k562_gw/data_interv-ENSG00000139343.npy,7
ENSG00000139514,SLC7A1,189,train,data/single_cell/k562_gw/data_interv-ENSG00000139514.npy,21
ENSG00000139579,NABP2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000139579.npy,8
ENSG00000139618,BRCA2,224,train,data/single_cell/k562_gw/data_interv-ENSG00000139618.npy,17
ENSG00000139620,KANSL2,49,train,data/single_cell/k562_gw/data_interv-ENSG00000139620.npy,593
ENSG00000139697,SBNO1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000139697.npy,222
ENSG00000139726,DENR,18,train,data/single_cell/k562_gw/data_interv-ENSG00000139726.npy,541
ENSG00000139746,RBM26,18,train,data/single_cell/k562_gw/data_interv-ENSG00000139746.npy,23
ENSG00000140307,GTF2A2,95,train,data/single_cell/k562_gw/data_interv-ENSG00000140307.npy,402
ENSG00000140319,SRP14,224,train,data/single_cell/k562_gw/data_interv-ENSG00000140319.npy,143
ENSG00000140332,TLE3,224,train,data/single_cell/k562_gw/data_interv-ENSG00000140332.npy,35
ENSG00000140395,WDR61,165,train,data/single_cell/k562_gw/data_interv-ENSG00000140395.npy,720
ENSG00000140455,USP3,18,train,data/single_cell/k562_gw/data_interv-ENSG00000140455.npy,11
ENSG00000140521,POLG,18,train,data/single_cell/k562_gw/data_interv-ENSG00000140521.npy,103
ENSG00000140612,SEC11A,18,train,data/single_cell/k562_gw/data_interv-ENSG00000140612.npy,10
ENSG00000140694,PARN,18,train,data/single_cell/k562_gw/data_interv-ENSG00000140694.npy,78
ENSG00000140740,UQCRC2,189,train,data/single_cell/k562_gw/data_interv-ENSG00000140740.npy,185
ENSG00000140905,GCSH,224,train,data/single_cell/k562_gw/data_interv-ENSG00000140905.npy,76
ENSG00000140931,CMTM3,18,train,data/single_cell/k562_gw/data_interv-ENSG00000140931.npy,32
ENSG00000140943,MBTPS1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000140943.npy,11
ENSG00000140983,RHOT2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000140983.npy,9
ENSG00000140988,RPS2,243,train,data/single_cell/k562_gw/data_interv-ENSG00000140988.npy,330
ENSG00000140990,NDUFB10,224,train,data/single_cell/k562_gw/data_interv-ENSG00000140990.npy,184
ENSG00000140992,PDPK1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000140992.npy,27
ENSG00000141027,NCOR1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000141027.npy,31
ENSG00000141030,COPS3,294,train,data/single_cell/k562_gw/data_interv-ENSG00000141030.npy,149
ENSG00000141101,NOB1,69,train,data/single_cell/k562_gw/data_interv-ENSG00000141101.npy,107
ENSG00000141279,NPEPPS,18,train,data/single_cell/k562_gw/data_interv-ENSG00000141279.npy,11
ENSG00000141367,CLTC,294,train,data/single_cell/k562_gw/data_interv-ENSG00000141367.npy,299
ENSG00000141425,RPRD1A,189,train,data/single_cell/k562_gw/data_interv-ENSG00000141425.npy,90
ENSG00000141456,PELP1,274,train,data/single_cell/k562_gw/data_interv-ENSG00000141456.npy,133
ENSG00000141576,RNF157,224,train,data/single_cell/k562_gw/data_interv-ENSG00000141576.npy,17
ENSG00000141580,WDR45B,18,train,data/single_cell/k562_gw/data_interv-ENSG00000141580.npy,5
ENSG00000141741,MIEN1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000141741.npy,12
ENSG00000141759,TXNL4A,169,train,data/single_cell/k562_gw/data_interv-ENSG00000141759.npy,125
ENSG00000141867,BRD4,224,train,data/single_cell/k562_gw/data_interv-ENSG00000141867.npy,13
ENSG00000141905,NFIC,18,train,data/single_cell/k562_gw/data_interv-ENSG00000141905.npy,24
ENSG00000141985,SH3GL1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000141985.npy,36
ENSG00000142168,SOD1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000142168.npy,107
ENSG00000142186,SCYL1,294,train,data/single_cell/k562_gw/data_interv-ENSG00000142186.npy,57
ENSG00000142207,URB1,272,train,data/single_cell/k562_gw/data_interv-ENSG00000142207.npy,8
ENSG00000142230,SAE1,352,train,data/single_cell/k562_gw/data_interv-ENSG00000142230.npy,334
ENSG00000142409,ZNF787,272,train,data/single_cell/k562_gw/data_interv-ENSG00000142409.npy,122
ENSG00000142453,CARM1,272,train,data/single_cell/k562_gw/data_interv-ENSG00000142453.npy,33
ENSG00000142534,RPS11,243,train,data/single_cell/k562_gw/data_interv-ENSG00000142534.npy,1
ENSG00000142541,RPL13A,272,train,data/single_cell/k562_gw/data_interv-ENSG00000142541.npy,19
ENSG00000142544,CTU1,169,train,data/single_cell/k562_gw/data_interv-ENSG00000142544.npy,89
ENSG00000142657,PGD,189,train,data/single_cell/k562_gw/data_interv-ENSG00000142657.npy,531
ENSG00000142676,RPL11,283,train,data/single_cell/k562_gw/data_interv-ENSG00000142676.npy,172
ENSG00000142864,SERBP1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000142864.npy,254
ENSG00000143155,TIPRL,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143155.npy,16
ENSG00000143157,POGK,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143157.npy,26
ENSG00000143222,UFC1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143222.npy,12
ENSG00000143252,SDHC,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143252.npy,226
ENSG00000143256,PFDN2,338,train,data/single_cell/k562_gw/data_interv-ENSG00000143256.npy,724
ENSG00000143294,PRCC,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143294.npy,61
ENSG00000143314,MRPL24,145,train,data/single_cell/k562_gw/data_interv-ENSG00000143314.npy,581
ENSG00000143324,XPR1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143324.npy,30
ENSG00000143374,TARS2,189,train,data/single_cell/k562_gw/data_interv-ENSG00000143374.npy,348
ENSG00000143379,SETDB1,95,train,data/single_cell/k562_gw/data_interv-ENSG00000143379.npy,381
ENSG00000143436,MRPL9,189,train,data/single_cell/k562_gw/data_interv-ENSG00000143436.npy,196
ENSG00000143569,UBAP2L,224,train,data/single_cell/k562_gw/data_interv-ENSG00000143569.npy,21
ENSG00000143621,ILF2,224,train,data/single_cell/k562_gw/data_interv-ENSG00000143621.npy,137
ENSG00000143624,INTS3,105,train,data/single_cell/k562_gw/data_interv-ENSG00000143624.npy,49
ENSG00000143633,C1orf131,16,train,data/single_cell/k562_gw/data_interv-ENSG00000143633.npy,433
ENSG00000143742,SRP9,189,train,data/single_cell/k562_gw/data_interv-ENSG00000143742.npy,1
ENSG00000143748,NVL,279,train,data/single_cell/k562_gw/data_interv-ENSG00000143748.npy,488
ENSG00000143751,SDE2,169,train,data/single_cell/k562_gw/data_interv-ENSG00000143751.npy,50
ENSG00000143771,CNIH4,224,train,data/single_cell/k562_gw/data_interv-ENSG00000143771.npy,24
ENSG00000143799,PARP1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143799.npy,89
ENSG00000143862,ARL8A,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143862.npy,7
ENSG00000143870,PDIA6,13,train,data/single_cell/k562_gw/data_interv-ENSG00000143870.npy,44
ENSG00000143933,CALM2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000143933.npy,16
ENSG00000143977,SNRPG,169,train,data/single_cell/k562_gw/data_interv-ENSG00000143977.npy,128
ENSG00000144021,CIAO1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000144021.npy,65
ENSG00000144029,MRPS5,189,train,data/single_cell/k562_gw/data_interv-ENSG00000144029.npy,182
ENSG00000144381,HSPD1,189,train,data/single_cell/k562_gw/data_interv-ENSG00000144381.npy,210
ENSG00000144401,METTL21A,30,train,data/single_cell/k562_gw/data_interv-ENSG00000144401.npy,258
ENSG00000144559,TAMM41,189,train,data/single_cell/k562_gw/data_interv-ENSG00000144559.npy,255
ENSG00000144580,CNOT9,18,train,data/single_cell/k562_gw/data_interv-ENSG00000144580.npy,366
ENSG00000144713,RPL32,283,train,data/single_cell/k562_gw/data_interv-ENSG00000144713.npy,230
ENSG00000144744,UBA3,30,train,data/single_cell/k562_gw/data_interv-ENSG00000144744.npy,368
ENSG00000144848,ATG3,18,train,data/single_cell/k562_gw/data_interv-ENSG00000144848.npy,8
ENSG00000144867,SRPRB,11,train,data/single_cell/k562_gw/data_interv-ENSG00000144867.npy,7
ENSG00000145191,EIF2B5,318,train,data/single_cell/k562_gw/data_interv-ENSG00000145191.npy,64
ENSG00000145241,CENPC,248,train,data/single_cell/k562_gw/data_interv-ENSG00000145241.npy,18
ENSG00000145337,PYURF,272,train,data/single_cell/k562_gw/data_interv-ENSG00000145337.npy,110
ENSG00000145375,SPATA5,272,train,data/single_cell/k562_gw/data_interv-ENSG00000145375.npy,39
ENSG00000145388,METTL14,95,train,data/single_cell/k562_gw/data_interv-ENSG00000145388.npy,635
ENSG00000145414,NAF1,69,train,data/single_cell/k562_gw/data_interv-ENSG00000145414.npy,198
ENSG00000145425,RPS3A,69,train,data/single_cell/k562_gw/data_interv-ENSG00000145425.npy,154
ENSG00000145592,RPL37,283,train,data/single_cell/k562_gw/data_interv-ENSG00000145592.npy,552
ENSG00000145604,SKP2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000145604.npy,58
ENSG00000145734,BDP1,272,train,data/single_cell/k562_gw/data_interv-ENSG00000145734.npy,252
ENSG00000145736,GTF2H2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000145736.npy,58
ENSG00000145741,BTF3,294,train,data/single_cell/k562_gw/data_interv-ENSG00000145741.npy,216
ENSG00000145779,TNFAIP8,18,train,data/single_cell/k562_gw/data_interv-ENSG00000145779.npy,16
ENSG00000145833,DDX46,169,train,data/single_cell/k562_gw/data_interv-ENSG00000145833.npy,113
ENSG00000145901,TNIP1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000145901.npy,2
ENSG00000145907,G3BP1,360,train,data/single_cell/k562_gw/data_interv-ENSG00000145907.npy,12
ENSG00000145912,NHP2,69,train,data/single_cell/k562_gw/data_interv-ENSG00000145912.npy,145
ENSG00000146007,ZMAT2,169,train,data/single_cell/k562_gw/data_interv-ENSG00000146007.npy,156
ENSG00000146066,HIGD2A,272,train,data/single_cell/k562_gw/data_interv-ENSG00000146066.npy,26
ENSG00000146109,ABT1,69,train,data/single_cell/k562_gw/data_interv-ENSG00000146109.npy,261
ENSG00000146143,PRIM2,129,train,data/single_cell/k562_gw/data_interv-ENSG00000146143.npy,172
ENSG00000146263,MMS22L,395,train,data/single_cell/k562_gw/data_interv-ENSG00000146263.npy,183
ENSG00000146282,RARS2,11,train,data/single_cell/k562_gw/data_interv-ENSG00000146282.npy,855
ENSG00000146414,SHPRH,18,train,data/single_cell/k562_gw/data_interv-ENSG00000146414.npy,9
ENSG00000146457,WTAP,18,train,data/single_cell/k562_gw/data_interv-ENSG00000146457.npy,13
ENSG00000146463,ZMYM4,242,train,data/single_cell/k562_gw/data_interv-ENSG00000146463.npy,75
ENSG00000146872,TLK2,224,train,data/single_cell/k562_gw/data_interv-ENSG00000146872.npy,68
ENSG00000146909,NOM1,272,train,data/single_cell/k562_gw/data_interv-ENSG00000146909.npy,71
ENSG00000146963,LUC7L2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000146963.npy,16
ENSG00000147123,NDUFB11,18,train,data/single_cell/k562_gw/data_interv-ENSG00000147123.npy,52
ENSG00000147130,ZMYM3,18,train,data/single_cell/k562_gw/data_interv-ENSG00000147130.npy,38
ENSG00000147140,NONO,18,train,data/single_cell/k562_gw/data_interv-ENSG00000147140.npy,48
ENSG00000147274,RBMX,95,train,data/single_cell/k562_gw/data_interv-ENSG00000147274.npy,24
ENSG00000147403,RPL10,279,train,data/single_cell/k562_gw/data_interv-ENSG00000147403.npy,710
ENSG00000147421,HMBOX1,294,train,data/single_cell/k562_gw/data_interv-ENSG00000147421.npy,320
ENSG00000147457,CHMP7,18,train,data/single_cell/k562_gw/data_interv-ENSG00000147457.npy,8
ENSG00000147586,MRPS28,189,train,data/single_cell/k562_gw/data_interv-ENSG00000147586.npy,459
ENSG00000147604,RPL7,283,train,data/single_cell/k562_gw/data_interv-ENSG00000147604.npy,428
ENSG00000147677,EIF3H,224,train,data/single_cell/k562_gw/data_interv-ENSG00000147677.npy,1
ENSG00000147679,UTP23,243,train,data/single_cell/k562_gw/data_interv-ENSG00000147679.npy,452
ENSG00000147684,NDUFB9,224,train,data/single_cell/k562_gw/data_interv-ENSG00000147684.npy,34
ENSG00000147905,ZCCHC7,18,train,data/single_cell/k562_gw/data_interv-ENSG00000147905.npy,9
ENSG00000148154,UGCG,224,train,data/single_cell/k562_gw/data_interv-ENSG00000148154.npy,71
ENSG00000148229,POLE3,18,train,data/single_cell/k562_gw/data_interv-ENSG00000148229.npy,10
ENSG00000148296,SURF6,272,train,data/single_cell/k562_gw/data_interv-ENSG00000148296.npy,285
ENSG00000148688,RPP30,243,train,data/single_cell/k562_gw/data_interv-ENSG00000148688.npy,436
ENSG00000148834,GSTO1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000148834.npy,14
ENSG00000148840,PPRC1,12,train,data/single_cell/k562_gw/data_interv-ENSG00000148840.npy,591
ENSG00000148943,LIN7C,224,train,data/single_cell/k562_gw/data_interv-ENSG00000148943.npy,23
ENSG00000149084,HSD17B12,11,train,data/single_cell/k562_gw/data_interv-ENSG00000149084.npy,15
ENSG00000149100,EIF3M,272,train,data/single_cell/k562_gw/data_interv-ENSG00000149100.npy,364
ENSG00000149136,SSRP1,29,train,data/single_cell/k562_gw/data_interv-ENSG00000149136.npy,1
ENSG00000149196,HIKESHI,18,train,data/single_cell/k562_gw/data_interv-ENSG00000149196.npy,43
ENSG00000149273,RPS3,243,train,data/single_cell/k562_gw/data_interv-ENSG00000149273.npy,690
ENSG00000149357,LAMTOR1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000149357.npy,46
ENSG00000149761,NUDT22,18,train,data/single_cell/k562_gw/data_interv-ENSG00000149761.npy,12
ENSG00000149823,VPS51,294,train,data/single_cell/k562_gw/data_interv-ENSG00000149823.npy,9
ENSG00000149923,PPP4C,18,train,data/single_cell/k562_gw/data_interv-ENSG00000149923.npy,133
ENSG00000149925,ALDOA,90,train,data/single_cell/k562_gw/data_interv-ENSG00000149925.npy,362
ENSG00000150347,ARID5B,95,train,data/single_cell/k562_gw/data_interv-ENSG00000150347.npy,89
ENSG00000150459,SAP18,69,train,data/single_cell/k562_gw/data_interv-ENSG00000150459.npy,184
ENSG00000150753,CCT5,101,train,data/single_cell/k562_gw/data_interv-ENSG00000150753.npy,170
ENSG00000150776,NKAPD1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000150776.npy,163
ENSG00000150990,DHX37,69,train,data/single_cell/k562_gw/data_interv-ENSG00000150990.npy,234
ENSG00000151092,NGLY1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000151092.npy,73
ENSG00000151131,C12orf45,243,train,data/single_cell/k562_gw/data_interv-ENSG00000151131.npy,421
ENSG00000151247,EIF4E,283,train,data/single_cell/k562_gw/data_interv-ENSG00000151247.npy,9
ENSG00000151304,SRFBP1,243,train,data/single_cell/k562_gw/data_interv-ENSG00000151304.npy,157
ENSG00000151332,MBIP,18,train,data/single_cell/k562_gw/data_interv-ENSG00000151332.npy,67
ENSG00000151461,UPF2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000151461.npy,47
ENSG00000151465,CDC123,189,train,data/single_cell/k562_gw/data_interv-ENSG00000151465.npy,64
ENSG00000151657,KIN,169,train,data/single_cell/k562_gw/data_interv-ENSG00000151657.npy,85
ENSG00000151779,NBAS,11,train,data/single_cell/k562_gw/data_interv-ENSG00000151779.npy,562
ENSG00000151849,CENPJ,272,train,data/single_cell/k562_gw/data_interv-ENSG00000151849.npy,77
ENSG00000152082,MZT2B,18,train,data/single_cell/k562_gw/data_interv-ENSG00000152082.npy,45
ENSG00000152147,GEMIN6,169,train,data/single_cell/k562_gw/data_interv-ENSG00000152147.npy,51
ENSG00000152219,ARL14EP,18,train,data/single_cell/k562_gw/data_interv-ENSG00000152219.npy,8
ENSG00000152234,ATP5F1A,189,train,data/single_cell/k562_gw/data_interv-ENSG00000152234.npy,228
ENSG00000152404,CWF19L2,169,train,data/single_cell/k562_gw/data_interv-ENSG00000152404.npy,107
ENSG00000152464,RPP38,141,train,data/single_cell/k562_gw/data_interv-ENSG00000152464.npy,24
ENSG00000152492,CCDC50,18,train,data/single_cell/k562_gw/data_interv-ENSG00000152492.npy,15
ENSG00000152601,MBNL1,95,train,data/single_cell/k562_gw/data_interv-ENSG00000152601.npy,247
ENSG00000152795,HNRNPDL,272,train,data/single_cell/k562_gw/data_interv-ENSG00000152795.npy,97
ENSG00000152804,HHEX,18,train,data/single_cell/k562_gw/data_interv-ENSG00000152804.npy,105
ENSG00000152942,RAD17,18,train,data/single_cell/k562_gw/data_interv-ENSG00000152942.npy,9
ENSG00000153037,SRP19,189,train,data/single_cell/k562_gw/data_interv-ENSG00000153037.npy,517
ENSG00000153147,SMARCA5,95,train,data/single_cell/k562_gw/data_interv-ENSG00000153147.npy,64
ENSG00000153187,HNRNPU,224,train,data/single_cell/k562_gw/data_interv-ENSG00000153187.npy,289
ENSG00000153207,AHCTF1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000153207.npy,73
ENSG00000153391,INO80C,224,train,data/single_cell/k562_gw/data_interv-ENSG00000153391.npy,86
ENSG00000153574,RPIA,224,train,data/single_cell/k562_gw/data_interv-ENSG00000153574.npy,96
ENSG00000153767,GTF2E1,195,train,data/single_cell/k562_gw/data_interv-ENSG00000153767.npy,331
ENSG00000153774,CFDP1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000153774.npy,100
ENSG00000153827,TRIP12,18,train,data/single_cell/k562_gw/data_interv-ENSG00000153827.npy,9
ENSG00000153879,CEBPG,205,train,data/single_cell/k562_gw/data_interv-ENSG00000153879.npy,103
ENSG00000154473,BUB3,294,train,data/single_cell/k562_gw/data_interv-ENSG00000154473.npy,484
ENSG00000154719,MRPL39,189,train,data/single_cell/k562_gw/data_interv-ENSG00000154719.npy,608
ENSG00000154723,ATP5PF,18,train,data/single_cell/k562_gw/data_interv-ENSG00000154723.npy,22
ENSG00000154743,TSEN2,11,train,data/single_cell/k562_gw/data_interv-ENSG00000154743.npy,747
ENSG00000154781,CCDC174,294,train,data/single_cell/k562_gw/data_interv-ENSG00000154781.npy,171
ENSG00000154832,CXXC1,95,train,data/single_cell/k562_gw/data_interv-ENSG00000154832.npy,566
ENSG00000155097,ATP6V1C1,294,train,data/single_cell/k562_gw/data_interv-ENSG00000155097.npy,29
ENSG00000155115,GTF3C6,18,train,data/single_cell/k562_gw/data_interv-ENSG00000155115.npy,236
ENSG00000155229,MMS19,18,train,data/single_cell/k562_gw/data_interv-ENSG00000155229.npy,15
ENSG00000155330,C16orf87,18,train,data/single_cell/k562_gw/data_interv-ENSG00000155330.npy,53
ENSG00000155438,NIFK,158,train,data/single_cell/k562_gw/data_interv-ENSG00000155438.npy,468
ENSG00000155463,OXA1L,11,train,data/single_cell/k562_gw/data_interv-ENSG00000155463.npy,1
ENSG00000155827,RNF20,78,train,data/single_cell/k562_gw/data_interv-ENSG00000155827.npy,448
ENSG00000155846,PPARGC1B,18,train,data/single_cell/k562_gw/data_interv-ENSG00000155846.npy,58
ENSG00000155906,RMND1,66,train,data/single_cell/k562_gw/data_interv-ENSG00000155906.npy,12
ENSG00000155975,VPS37A,224,train,data/single_cell/k562_gw/data_interv-ENSG00000155975.npy,26
ENSG00000156162,DPY19L4,18,train,data/single_cell/k562_gw/data_interv-ENSG00000156162.npy,115
ENSG00000156239,N6AMT1,169,train,data/single_cell/k562_gw/data_interv-ENSG00000156239.npy,462
ENSG00000156261,CCT8,29,train,data/single_cell/k562_gw/data_interv-ENSG00000156261.npy,114
ENSG00000156304,SCAF4,18,train,data/single_cell/k562_gw/data_interv-ENSG00000156304.npy,36
ENSG00000156467,UQCRB,189,train,data/single_cell/k562_gw/data_interv-ENSG00000156467.npy,298
ENSG00000156482,RPL30,21,train,data/single_cell/k562_gw/data_interv-ENSG00000156482.npy,571
ENSG00000156502,SUPV3L1,189,train,data/single_cell/k562_gw/data_interv-ENSG00000156502.npy,217
ENSG00000156603,MED19,301,train,data/single_cell/k562_gw/data_interv-ENSG00000156603.npy,859
ENSG00000156928,MALSU1,189,train,data/single_cell/k562_gw/data_interv-ENSG00000156928.npy,134
ENSG00000156970,BUB1B,294,train,data/single_cell/k562_gw/data_interv-ENSG00000156970.npy,81
ENSG00000156990,RPUSD3,224,train,data/single_cell/k562_gw/data_interv-ENSG00000156990.npy,35
ENSG00000157191,NECAP2,18,train,data/single_cell/k562_gw/data_interv-ENSG00000157191.npy,42
ENSG00000157259,GATAD1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000157259.npy,14
ENSG00000157593,SLC35B2,224,train,data/single_cell/k562_gw/data_interv-ENSG00000157593.npy,22
ENSG00000157778,PSMG3,18,train,data/single_cell/k562_gw/data_interv-ENSG00000157778.npy,863
ENSG00000158042,MRPL17,189,train,data/single_cell/k562_gw/data_interv-ENSG00000158042.npy,373
ENSG00000158417,EIF5B,151,train,data/single_cell/k562_gw/data_interv-ENSG00000158417.npy,25
ENSG00000158435,CNOT11,8,train,data/single_cell/k562_gw/data_interv-ENSG00000158435.npy,183
ENSG00000158470,B4GALT5,18,train,data/single_cell/k562_gw/data_interv-ENSG00000158470.npy,9
ENSG00000158526,TSR2,243,train,data/single_cell/k562_gw/data_interv-ENSG00000158526.npy,28
ENSG00000158545,ZC3H18,179,train,data/single_cell/k562_gw/data_interv-ENSG00000158545.npy,43
ENSG00000158604,TMED4,18,train,data/single_cell/k562_gw/data_interv-ENSG00000158604.npy,21
ENSG00000158615,PPP1R15B,18,train,data/single_cell/k562_gw/data_interv-ENSG00000158615.npy,33
ENSG00000158850,B4GALT3,18,train,data/single_cell/k562_gw/data_interv-ENSG00000158850.npy,18
ENSG00000158864,NDUFS2,224,train,data/single_cell/k562_gw/data_interv-ENSG00000158864.npy,67
ENSG00000159055,MIS18A,224,train,data/single_cell/k562_gw/data_interv-ENSG00000159055.npy,42
ENSG00000159079,CFAP298,18,train,data/single_cell/k562_gw/data_interv-ENSG00000159079.npy,9
ENSG00000159086,PAXBP1,95,train,data/single_cell/k562_gw/data_interv-ENSG00000159086.npy,208
ENSG00000159111,MRPL10,189,train,data/single_cell/k562_gw/data_interv-ENSG00000159111.npy,333
ENSG00000159140,SON,224,train,data/single_cell/k562_gw/data_interv-ENSG00000159140.npy,67
ENSG00000159147,DONSON,95,train,data/single_cell/k562_gw/data_interv-ENSG00000159147.npy,564
ENSG00000159217,IGF2BP1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000159217.npy,10
ENSG00000159259,CHAF1B,394,train,data/single_cell/k562_gw/data_interv-ENSG00000159259.npy,473
ENSG00000159352,PSMD4,392,train,data/single_cell/k562_gw/data_interv-ENSG00000159352.npy,1
ENSG00000159479,MED8,254,train,data/single_cell/k562_gw/data_interv-ENSG00000159479.npy,73
ENSG00000159592,GPBP1L1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000159592.npy,30
ENSG00000159593,NAE1,30,train,data/single_cell/k562_gw/data_interv-ENSG00000159593.npy,639
ENSG00000159692,CTBP1,95,train,data/single_cell/k562_gw/data_interv-ENSG00000159692.npy,90
ENSG00000160049,DFFA,57,train,data/single_cell/k562_gw/data_interv-ENSG00000160049.npy,24
ENSG00000160075,SSU72,224,train,data/single_cell/k562_gw/data_interv-ENSG00000160075.npy,219
ENSG00000160209,PDXK,18,train,data/single_cell/k562_gw/data_interv-ENSG00000160209.npy,19
ENSG00000160214,RRP1,272,train,data/single_cell/k562_gw/data_interv-ENSG00000160214.npy,118
ENSG00000160294,MCM3AP,95,train,data/single_cell/k562_gw/data_interv-ENSG00000160294.npy,264
ENSG00000160633,SAFB,95,train,data/single_cell/k562_gw/data_interv-ENSG00000160633.npy,12
ENSG00000160714,UBE2Q1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000160714.npy,13
ENSG00000160783,PMF1,29,train,data/single_cell/k562_gw/data_interv-ENSG00000160783.npy,249
ENSG00000160803,UBQLN4,18,train,data/single_cell/k562_gw/data_interv-ENSG00000160803.npy,49
ENSG00000160957,RECQL4,18,train,data/single_cell/k562_gw/data_interv-ENSG00000160957.npy,51
ENSG00000161013,MGAT4B,18,train,data/single_cell/k562_gw/data_interv-ENSG00000161013.npy,43
ENSG00000161016,RPL8,283,train,data/single_cell/k562_gw/data_interv-ENSG00000161016.npy,811
ENSG00000161057,PSMC2,294,train,data/single_cell/k562_gw/data_interv-ENSG00000161057.npy,271
ENSG00000161217,PCYT1A,189,train,data/single_cell/k562_gw/data_interv-ENSG00000161217.npy,21
ENSG00000161547,SRSF2,95,train,data/single_cell/k562_gw/data_interv-ENSG00000161547.npy,91
ENSG00000161920,MED11,288,train,data/single_cell/k562_gw/data_interv-ENSG00000161920.npy,645
ENSG00000161960,EIF4A1,307,train,data/single_cell/k562_gw/data_interv-ENSG00000161960.npy,28
ENSG00000161970,RPL26,279,train,data/single_cell/k562_gw/data_interv-ENSG00000161970.npy,747
ENSG00000161980,POLR3K,224,train,data/single_cell/k562_gw/data_interv-ENSG00000161980.npy,28
ENSG00000161981,SNRNP25,224,train,data/single_cell/k562_gw/data_interv-ENSG00000161981.npy,100
ENSG00000162063,CCNF,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162063.npy,55
ENSG00000162129,CLPB,224,train,data/single_cell/k562_gw/data_interv-ENSG00000162129.npy,104
ENSG00000162244,RPL29,224,train,data/single_cell/k562_gw/data_interv-ENSG00000162244.npy,132
ENSG00000162367,TAL1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162367.npy,80
ENSG00000162385,MAGOH,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162385.npy,49
ENSG00000162521,RBBP4,224,train,data/single_cell/k562_gw/data_interv-ENSG00000162521.npy,113
ENSG00000162601,MYSM1,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162601.npy,39
ENSG00000162613,FUBP1,32,train,data/single_cell/k562_gw/data_interv-ENSG00000162613.npy,9
ENSG00000162636,FAM102B,95,train,data/single_cell/k562_gw/data_interv-ENSG00000162636.npy,238
ENSG00000162642,C1orf52,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162642.npy,18
ENSG00000162664,ZNF326,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162664.npy,29
ENSG00000162702,ZNF281,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162702.npy,67
ENSG00000162714,ZNF496,224,train,data/single_cell/k562_gw/data_interv-ENSG00000162714.npy,41
ENSG00000162735,PEX19,224,train,data/single_cell/k562_gw/data_interv-ENSG00000162735.npy,162
ENSG00000162769,FLVCR1,224,train,data/single_cell/k562_gw/data_interv-ENSG00000162769.npy,13
ENSG00000162910,MRPL55,189,train,data/single_cell/k562_gw/data_interv-ENSG00000162910.npy,506
ENSG00000162923,WDR26,18,train,data/single_cell/k562_gw/data_interv-ENSG00000162923.npy,132
ENSG00000163029,SMC6,294,train,data/single_cell/k562_gw/data_interv-ENSG00000163029.npy,17
